order_id,product,quantity_ordered,price_each,order_date,purchase_address
196916,AAA Batteries (4-pack),1,2.99,2019-05-27 22:44:00,"842 Johnson St, Dallas, TX 75001"
196917,USB-C Charging Cable,1,11.95,2019-05-24 23:33:00,"94 Center St, San Francisco, CA 94016"
196917,AA Batteries (4-pack),1,3.84,2019-05-24 23:33:00,"94 Center St, San Francisco, CA 94016"
196918,AAA Batteries (4-pack),2,2.99,2019-05-08 12:59:00,"76 Park St, Dallas, TX 75001"
196919,Wired Headphones,1,11.99,2019-05-26 10:19:00,"209 12th St, San Francisco, CA 94016"
196920,USB-C Charging Cable,1,11.95,2019-05-10 15:15:00,"110 Center St, Los Angeles, CA 90001"
196920,Lightning Charging Cable,1,14.95,2019-05-10 15:15:00,"110 Center St, Los Angeles, CA 90001"
196921,USB-C Charging Cable,1,11.95,2019-05-20 08:54:00,"248 Jackson St, Austin, TX 73301"
196922,27in 4K Gaming Monitor,1,389.99,2019-05-16 19:34:00,"928 Forest St, Austin, TX 73301"
196923,AA Batteries (4-pack),1,3.84,2019-05-24 18:40:00,"750 West St, Dallas, TX 75001"
196924,AA Batteries (4-pack),1,3.84,2019-05-08 17:20:00,"335 6th St, Seattle, WA 98101"
196925,AAA Batteries (4-pack),2,2.99,2019-05-23 17:06:00,"154 Johnson St, San Francisco, CA 94016"
196926,USB-C Charging Cable,1,11.95,2019-05-03 17:37:00,"334 Maple St, San Francisco, CA 94016"
196927,Lightning Charging Cable,1,14.95,2019-05-05 20:47:00,"878 South St, Portland, OR 97035"
196928,Apple Airpods Headphones,1,150,2019-05-28 16:22:00,"404 Dogwood St, Dallas, TX 75001"
196929,USB-C Charging Cable,1,11.95,2019-05-23 21:27:00,"622 Jackson St, Atlanta, GA 30301"
196930,Bose SoundSport Headphones,1,99.99,2019-05-20 20:50:00,"542 Lake St, Atlanta, GA 30301"
196931,Lightning Charging Cable,1,14.95,2019-05-16 01:09:00,"367 2nd St, Los Angeles, CA 90001"
196932,Wired Headphones,1,11.99,2019-05-10 18:31:00,"367 Ridge St, New York City, NY 10001"
196933,Lightning Charging Cable,1,14.95,2019-05-04 16:52:00,"231 Lincoln St, Austin, TX 73301"
196934,34in Ultrawide Monitor,1,379.99,2019-05-17 22:50:00,"477 River St, Portland, ME 04101"
196935,USB-C Charging Cable,1,11.95,2019-05-18 11:34:00,"197 Highland St, Los Angeles, CA 90001"
196936,ThinkPad Laptop,1,999.99,2019-05-16 12:56:00,"148 Center St, San Francisco, CA 94016"
196937,34in Ultrawide Monitor,1,379.99,2019-05-02 12:00:00,"344 Meadow St, Los Angeles, CA 90001"
196938,Lightning Charging Cable,1,14.95,2019-05-18 22:22:00,"663 Lake St, Boston, MA 02215"
196939,Lightning Charging Cable,1,14.95,2019-05-21 15:19:00,"570 Lake St, San Francisco, CA 94016"
196940,27in FHD Monitor,1,149.99,2019-05-11 07:52:00,"326 Jefferson St, New York City, NY 10001"
196941,AA Batteries (4-pack),2,3.84,2019-05-02 22:46:00,"23 Church St, Boston, MA 02215"
196942,Wired Headphones,1,11.99,2019-05-31 20:31:00,"724 Spruce St, Los Angeles, CA 90001"
196943,Wired Headphones,1,11.99,2019-05-09 14:50:00,"961 Meadow St, Dallas, TX 75001"
196944,27in FHD Monitor,1,149.99,2019-05-26 11:09:00,"784 Madison St, Los Angeles, CA 90001"
196945,Google Phone,1,600,2019-05-30 15:55:00,"133 Ridge St, Austin, TX 73301"
196946,USB-C Charging Cable,1,11.95,2019-05-23 16:03:00,"957 Meadow St, Dallas, TX 75001"
196947,USB-C Charging Cable,1,11.95,2019-05-28 20:31:00,"510 Lincoln St, New York City, NY 10001"
196948,27in 4K Gaming Monitor,1,389.99,2019-05-08 22:41:00,"252 6th St, Boston, MA 02215"
196949,AAA Batteries (4-pack),2,2.99,2019-05-26 15:11:00,"730 13th St, San Francisco, CA 94016"
196950,Wired Headphones,1,11.99,2019-05-07 14:47:00,"402 Main St, New York City, NY 10001"
196951,Apple Airpods Headphones,1,150,2019-05-28 10:27:00,"214 Meadow St, San Francisco, CA 94016"
196952,USB-C Charging Cable,1,11.95,2019-05-03 10:53:00,"244 Main St, Los Angeles, CA 90001"
196953,iPhone,1,700,2019-05-03 01:30:00,"264 13th St, New York City, NY 10001"
196954,Bose SoundSport Headphones,1,99.99,2019-05-16 12:45:00,"595 Elm St, San Francisco, CA 94016"
196955,34in Ultrawide Monitor,1,379.99,2019-05-14 11:26:00,"842 Walnut St, Dallas, TX 75001"
196956,AAA Batteries (4-pack),2,2.99,2019-05-14 21:28:00,"949 West St, Atlanta, GA 30301"
196957,AAA Batteries (4-pack),2,2.99,2019-05-27 12:00:00,"299 Cherry St, Los Angeles, CA 90001"
196958,Apple Airpods Headphones,1,150,2019-05-01 23:29:00,"620 Madison St, Dallas, TX 75001"
196959,Lightning Charging Cable,1,14.95,2019-05-04 17:18:00,"360 South St, Portland, OR 97035"
196960,Wired Headphones,1,11.99,2019-05-02 22:56:00,"635 Hickory St, Los Angeles, CA 90001"
196961,Apple Airpods Headphones,1,150,2019-05-18 06:58:00,"637 Adams St, Los Angeles, CA 90001"
196962,Lightning Charging Cable,1,14.95,2019-05-31 10:12:00,"659 6th St, Austin, TX 73301"
196963,Macbook Pro Laptop,1,1700,2019-05-20 07:34:00,"987 10th St, New York City, NY 10001"
196964,27in FHD Monitor,1,149.99,2019-05-09 18:39:00,"692 7th St, San Francisco, CA 94016"
196965,Macbook Pro Laptop,1,1700,2019-05-19 20:03:00,"937 Johnson St, San Francisco, CA 94016"
196966,AA Batteries (4-pack),2,3.84,2019-05-09 14:06:00,"333 Forest St, Boston, MA 02215"
196967,Bose SoundSport Headphones,1,99.99,2019-05-16 21:29:00,"365 11th St, Boston, MA 02215"
196968,AA Batteries (4-pack),1,3.84,2019-05-06 12:11:00,"47 Main St, Seattle, WA 98101"
196969,Wired Headphones,1,11.99,2019-05-21 15:18:00,"234 Johnson St, San Francisco, CA 94016"
196970,AAA Batteries (4-pack),1,2.99,2019-05-28 22:24:00,"137 Elm St, Los Angeles, CA 90001"
196971,Macbook Pro Laptop,1,1700,2019-05-23 22:47:00,"561 North St, Los Angeles, CA 90001"
196972,Apple Airpods Headphones,1,150,2019-05-22 16:56:00,"682 Pine St, Boston, MA 02215"
196973,Wired Headphones,1,11.99,2019-05-25 10:29:00,"794 Chestnut St, Boston, MA 02215"
196974,AA Batteries (4-pack),1,3.84,2019-05-09 13:51:00,"319 Adams St, Atlanta, GA 30301"
196975,Apple Airpods Headphones,1,150,2019-05-27 11:48:00,"781 Hickory St, Portland, ME 04101"
196976,AAA Batteries (4-pack),2,2.99,2019-05-17 21:18:00,"742 8th St, San Francisco, CA 94016"
196977,USB-C Charging Cable,1,11.95,2019-05-04 22:40:00,"190 Cherry St, New York City, NY 10001"
196978,Google Phone,1,600,2019-05-14 09:51:00,"76 9th St, Atlanta, GA 30301"
196979,Bose SoundSport Headphones,1,99.99,2019-05-12 19:34:00,"273 Adams St, New York City, NY 10001"
196980,USB-C Charging Cable,1,11.95,2019-05-04 12:15:00,"543 Wilson St, Los Angeles, CA 90001"
196981,iPhone,1,700,2019-05-01 10:15:00,"703 Sunset St, San Francisco, CA 94016"
Order ID,Product,Quantity Ordered,Price Each,,Purchase Address
196982,Wired Headphones,1,11.99,2019-05-03 18:48:00,"533 Spruce St, San Francisco, CA 94016"
196983,Wired Headphones,2,11.99,2019-05-02 13:34:00,"370 Washington St, Dallas, TX 75001"
196984,AA Batteries (4-pack),1,3.84,2019-05-12 16:13:00,"602 Walnut St, San Francisco, CA 94016"
196985,Google Phone,1,600,2019-05-03 18:56:00,"99 Center St, New York City, NY 10001"
196985,Wired Headphones,1,11.99,2019-05-03 18:56:00,"99 Center St, New York City, NY 10001"
196986,Apple Airpods Headphones,1,150,2019-05-05 22:05:00,"43 Pine St, Seattle, WA 98101"
196987,Macbook Pro Laptop,1,1700,2019-05-06 11:23:00,"157 10th St, San Francisco, CA 94016"
196988,AA Batteries (4-pack),4,3.84,2019-05-05 18:06:00,"376 Highland St, Seattle, WA 98101"
196989,AA Batteries (4-pack),1,3.84,2019-05-15 19:46:00,"568 Johnson St, New York City, NY 10001"
196990,AA Batteries (4-pack),1,3.84,2019-05-29 08:32:00,"126 Ridge St, Atlanta, GA 30301"
196990,iPhone,1,700,2019-05-29 08:32:00,"126 Ridge St, Atlanta, GA 30301"
196991,AAA Batteries (4-pack),1,2.99,2019-05-23 21:21:00,"62 Jackson St, San Francisco, CA 94016"
196992,Macbook Pro Laptop,1,1700,2019-05-21 03:09:00,"722 Lakeview St, Boston, MA 02215"
196993,Apple Airpods Headphones,1,150,2019-05-07 12:26:00,"360 Cherry St, Austin, TX 73301"
196994,AA Batteries (4-pack),1,3.84,2019-05-11 11:54:00,"598 Spruce St, San Francisco, CA 94016"
196995,iPhone,1,700,2019-05-17 10:30:00,"487 Jefferson St, Los Angeles, CA 90001"
196996,AA Batteries (4-pack),1,3.84,2019-05-31 21:10:00,"994 Sunset St, Dallas, TX 75001"
196997,Apple Airpods Headphones,1,150,2019-05-03 20:49:00,"246 Wilson St, San Francisco, CA 94016"
196998,Bose SoundSport Headphones,1,99.99,2019-05-02 12:42:00,"957 Main St, San Francisco, CA 94016"
196999,USB-C Charging Cable,1,11.95,2019-05-12 15:24:00,"850 6th St, New York City, NY 10001"
197000,AAA Batteries (4-pack),1,2.99,2019-05-02 12:00:00,"549 Sunset St, San Francisco, CA 94016"
197001,AAA Batteries (4-pack),1,2.99,2019-05-22 12:13:00,"163 12th St, San Francisco, CA 94016"
197002,Wired Headphones,2,11.99,2019-05-10 11:56:00,"749 Highland St, New York City, NY 10001"
197003,27in FHD Monitor,1,149.99,2019-05-11 14:00:00,"509 Pine St, Los Angeles, CA 90001"
197004,AA Batteries (4-pack),1,3.84,2019-05-31 02:06:00,"544 Main St, New York City, NY 10001"
197004,20in Monitor,1,109.99,2019-05-31 02:06:00,"544 Main St, New York City, NY 10001"
197005,20in Monitor,1,109.99,2019-05-02 11:56:00,"682 Sunset St, Portland, OR 97035"
197006,Apple Airpods Headphones,1,150,2019-05-04 15:27:00,"240 8th St, Austin, TX 73301"
197007,USB-C Charging Cable,1,11.95,2019-05-24 23:01:00,"333 North St, Portland, OR 97035"
197008,Lightning Charging Cable,2,14.95,2019-05-09 19:41:00,"375 13th St, New York City, NY 10001"
197009,LG Washing Machine,1,600.0,2019-05-04 19:08:00,"152 River St, Austin, TX 73301"
197010,27in 4K Gaming Monitor,1,389.99,2019-05-30 20:41:00,"610 Walnut St, New York City, NY 10001"
197011,Lightning Charging Cable,1,14.95,2019-05-26 09:32:00,"886 Main St, Seattle, WA 98101"
197012,AA Batteries (4-pack),2,3.84,2019-05-18 11:27:00,"371 Chestnut St, Boston, MA 02215"
197013,Google Phone,1,600,2019-05-30 09:05:00,"470 South St, New York City, NY 10001"
197014,AAA Batteries (4-pack),1,2.99,2019-05-15 12:27:00,"517 Cedar St, Dallas, TX 75001"
197015,27in FHD Monitor,1,149.99,2019-05-15 08:14:00,"396 Jefferson St, Austin, TX 73301"
197016,Lightning Charging Cable,1,14.95,2019-05-24 19:08:00,"348 Johnson St, Seattle, WA 98101"
197017,Google Phone,1,600,2019-05-04 21:12:00,"439 Forest St, San Francisco, CA 94016"
197018,AA Batteries (4-pack),1,3.84,2019-05-30 15:00:00,"48 Chestnut St, San Francisco, CA 94016"
197019,Wired Headphones,1,11.99,2019-05-31 13:13:00,"14 8th St, San Francisco, CA 94016"
197020,27in FHD Monitor,1,149.99,2019-05-04 14:57:00,"428 1st St, New York City, NY 10001"
197021,AAA Batteries (4-pack),1,2.99,2019-05-30 18:45:00,"553 11th St, Dallas, TX 75001"
197022,Wired Headphones,1,11.99,2019-05-12 20:17:00,"3 Chestnut St, Austin, TX 73301"
197023,LG Washing Machine,1,600.0,2019-05-05 12:38:00,"783 2nd St, Los Angeles, CA 90001"
197024,Flatscreen TV,1,300,2019-05-23 12:36:00,"217 Chestnut St, San Francisco, CA 94016"
197025,AA Batteries (4-pack),1,3.84,2019-05-01 12:51:00,"370 River St, Los Angeles, CA 90001"
197026,Flatscreen TV,1,300,2019-05-04 12:59:00,"577 8th St, Dallas, TX 75001"
197027,iPhone,1,700,2019-05-31 10:24:00,"906 Lake St, Los Angeles, CA 90001"
197028,AA Batteries (4-pack),1,3.84,2019-05-25 11:34:00,"551 8th St, New York City, NY 10001"
197029,Lightning Charging Cable,1,14.95,2019-05-09 23:52:00,"345 Lincoln St, Atlanta, GA 30301"
197030,27in FHD Monitor,1,149.99,2019-05-07 17:27:00,"654 13th St, Portland, OR 97035"
197031,AA Batteries (4-pack),1,3.84,2019-05-21 14:46:00,"908 North St, Portland, OR 97035"
197032,27in 4K Gaming Monitor,1,389.99,2019-05-29 15:54:00,"557 North St, Austin, TX 73301"
197033,AAA Batteries (4-pack),1,2.99,2019-05-04 15:45:00,"209 Meadow St, New York City, NY 10001"
197034,Apple Airpods Headphones,1,150,2019-05-10 18:37:00,"626 Jackson St, Portland, ME 04101"
197035,Apple Airpods Headphones,1,150,2019-05-10 18:35:00,"473 Jefferson St, San Francisco, CA 94016"
197036,Bose SoundSport Headphones,1,99.99,2019-05-31 00:35:00,"849 Sunset St, Portland, OR 97035"
197037,Bose SoundSport Headphones,1,99.99,2019-05-03 10:24:00,"613 South St, Los Angeles, CA 90001"
197038,AAA Batteries (4-pack),1,2.99,2019-05-26 08:54:00,"331 Maple St, Dallas, TX 75001"
197039,AA Batteries (4-pack),2,3.84,2019-05-18 19:32:00,"865 Elm St, San Francisco, CA 94016"
197040,34in Ultrawide Monitor,1,379.99,2019-05-22 19:02:00,"986 Jefferson St, New York City, NY 10001"
197041,Google Phone,1,600,2019-05-09 16:34:00,"824 9th St, Dallas, TX 75001"
197041,USB-C Charging Cable,1,11.95,2019-05-09 16:34:00,"824 9th St, Dallas, TX 75001"
197042,USB-C Charging Cable,1,11.95,2019-05-14 08:21:00,"531 Church St, Portland, ME 04101"
197043,Bose SoundSport Headphones,1,99.99,2019-05-12 19:20:00,"549 1st St, Los Angeles, CA 90001"
197044,AA Batteries (4-pack),1,3.84,2019-05-31 19:18:00,"301 South St, Seattle, WA 98101"
197045,Bose SoundSport Headphones,1,99.99,2019-05-25 09:02:00,"537 Spruce St, Dallas, TX 75001"
197046,AAA Batteries (4-pack),1,2.99,2019-05-29 11:22:00,"734 Park St, Boston, MA 02215"
197047,AAA Batteries (4-pack),3,2.99,2019-05-20 01:52:00,"934 Elm St, New York City, NY 10001"
197048,Lightning Charging Cable,1,14.95,2019-05-18 01:22:00,"267 2nd St, Dallas, TX 75001"
197049,Flatscreen TV,1,300,2019-05-27 15:08:00,"77 South St, New York City, NY 10001"
197050,Lightning Charging Cable,1,14.95,2019-05-21 09:12:00,"423 Lincoln St, San Francisco, CA 94016"
197051,ThinkPad Laptop,1,999.99,2019-05-04 15:35:00,"231 Willow St, Dallas, TX 75001"
197052,iPhone,1,700,2019-05-11 18:52:00,"380 13th St, Los Angeles, CA 90001"
197053,AA Batteries (4-pack),1,3.84,2019-05-21 13:09:00,"443 Madison St, Los Angeles, CA 90001"
197054,ThinkPad Laptop,1,999.99,2019-05-13 19:28:00,"750 Sunset St, Los Angeles, CA 90001"
197055,Lightning Charging Cable,1,14.95,2019-05-22 23:57:00,"118 5th St, Los Angeles, CA 90001"
197056,27in 4K Gaming Monitor,1,389.99,2019-05-12 21:30:00,"904 Spruce St, Los Angeles, CA 90001"
197057,AAA Batteries (4-pack),2,2.99,2019-05-19 13:06:00,"302 2nd St, New York City, NY 10001"
197058,Bose SoundSport Headphones,1,99.99,2019-05-05 18:21:00,"463 Hickory St, San Francisco, CA 94016"
197059,Bose SoundSport Headphones,1,99.99,2019-05-16 14:33:00,"775 Wilson St, Atlanta, GA 30301"
197060,Apple Airpods Headphones,1,150,2019-05-21 16:24:00,"509 2nd St, Boston, MA 02215"
197061,USB-C Charging Cable,1,11.95,2019-05-31 18:51:00,"726 Lincoln St, Los Angeles, CA 90001"
197062,Wired Headphones,1,11.99,2019-05-31 13:39:00,"801 Maple St, Dallas, TX 75001"
197063,Apple Airpods Headphones,1,150,2019-05-31 20:52:00,"164 Church St, Boston, MA 02215"
197064,USB-C Charging Cable,1,11.95,2019-05-27 11:07:00,"965 Willow St, New York City, NY 10001"
197065,USB-C Charging Cable,1,11.95,2019-05-04 20:55:00,"737 4th St, Seattle, WA 98101"
197066,27in FHD Monitor,1,149.99,2019-05-31 17:13:00,"293 Cherry St, Portland, ME 04101"
197067,AAA Batteries (4-pack),1,2.99,2019-05-02 19:11:00,"258 Park St, New York City, NY 10001"
197068,AA Batteries (4-pack),2,3.84,2019-05-03 17:44:00,"582 Pine St, New York City, NY 10001"
197069,Vareebadd Phone,1,400,2019-05-18 13:14:00,"71 Center St, San Francisco, CA 94016"
197070,USB-C Charging Cable,1,11.95,2019-05-22 12:42:00,"480 Meadow St, Los Angeles, CA 90001"
197071,AA Batteries (4-pack),4,3.84,2019-05-15 23:34:00,"594 Walnut St, San Francisco, CA 94016"
197072,Lightning Charging Cable,1,14.95,2019-05-20 17:12:00,"737 Dogwood St, San Francisco, CA 94016"
197073,Google Phone,1,600,2019-05-24 19:25:00,"853 Johnson St, New York City, NY 10001"
197074,Lightning Charging Cable,1,14.95,2019-05-31 09:04:00,"165 South St, New York City, NY 10001"
197075,Bose SoundSport Headphones,1,99.99,2019-05-01 14:04:00,"375 Chestnut St, San Francisco, CA 94016"
197076,AAA Batteries (4-pack),2,2.99,2019-05-09 12:07:00,"760 River St, Portland, OR 97035"
197076,AAA Batteries (4-pack),1,2.99,2019-05-09 12:07:00,"760 River St, Portland, OR 97035"
197077,Apple Airpods Headphones,1,150,2019-05-10 08:51:00,"749 Hickory St, Boston, MA 02215"
197078,Bose SoundSport Headphones,1,99.99,2019-05-19 17:49:00,"758 West St, New York City, NY 10001"
197079,Lightning Charging Cable,1,14.95,2019-05-02 13:51:00,"79 Meadow St, Seattle, WA 98101"
197080,AA Batteries (4-pack),1,3.84,2019-05-06 12:20:00,"625 6th St, Seattle, WA 98101"
197081,Lightning Charging Cable,1,14.95,2019-05-15 15:05:00,"228 11th St, New York City, NY 10001"
197082,Google Phone,1,600,2019-05-14 21:24:00,"226 Wilson St, Los Angeles, CA 90001"
197082,Bose SoundSport Headphones,1,99.99,2019-05-14 21:24:00,"226 Wilson St, Los Angeles, CA 90001"
197082,Wired Headphones,1,11.99,2019-05-14 21:24:00,"226 Wilson St, Los Angeles, CA 90001"
197083,AA Batteries (4-pack),1,3.84,2019-05-22 03:50:00,"792 Chestnut St, Dallas, TX 75001"
197084,27in FHD Monitor,1,149.99,2019-05-06 22:46:00,"581 Elm St, Dallas, TX 75001"
197085,Wired Headphones,1,11.99,2019-05-02 11:09:00,"109 Walnut St, San Francisco, CA 94016"
197086,Apple Airpods Headphones,1,150,2019-05-16 14:32:00,"808 Johnson St, Los Angeles, CA 90001"
197087,Apple Airpods Headphones,1,150,2019-05-07 09:05:00,"443 12th St, Dallas, TX 75001"
197088,USB-C Charging Cable,1,11.95,2019-05-31 22:01:00,"240 10th St, Dallas, TX 75001"
197089,Macbook Pro Laptop,1,1700,2019-05-09 12:54:00,"179 Willow St, San Francisco, CA 94016"
197090,Flatscreen TV,1,300,2019-05-07 10:19:00,"415 River St, Seattle, WA 98101"
197091,AAA Batteries (4-pack),1,2.99,2019-05-29 10:47:00,"207 Dogwood St, New York City, NY 10001"
197092,Wired Headphones,1,11.99,2019-05-16 15:04:00,"559 Chestnut St, Dallas, TX 75001"
197093,AA Batteries (4-pack),1,3.84,2019-05-10 22:09:00,"764 Sunset St, Portland, OR 97035"
197094,Bose SoundSport Headphones,1,99.99,2019-05-27 18:19:00,"924 Lincoln St, Dallas, TX 75001"
197095,Wired Headphones,1,11.99,2019-05-09 22:24:00,"640 River St, San Francisco, CA 94016"
197096,Macbook Pro Laptop,1,1700,2019-05-06 13:32:00,"908 Lake St, Dallas, TX 75001"
197097,Flatscreen TV,1,300,2019-05-06 14:38:00,"587 Forest St, San Francisco, CA 94016"
197098,Apple Airpods Headphones,1,150,2019-05-15 19:22:00,"966 11th St, Atlanta, GA 30301"
197099,Google Phone,1,600,2019-05-29 07:15:00,"437 2nd St, Atlanta, GA 30301"
197099,USB-C Charging Cable,1,11.95,2019-05-29 07:15:00,"437 2nd St, Atlanta, GA 30301"
197100,34in Ultrawide Monitor,1,379.99,2019-05-20 21:14:00,"352 8th St, Portland, OR 97035"
197101,Lightning Charging Cable,1,14.95,2019-05-08 12:45:00,"7 Maple St, San Francisco, CA 94016"
197102,Wired Headphones,1,11.99,2019-05-26 22:21:00,"964 Elm St, New York City, NY 10001"
197103,iPhone,1,700,2019-05-09 15:48:00,"50 13th St, Dallas, TX 75001"
197104,Wired Headphones,1,11.99,2019-05-23 07:37:00,"927 Pine St, Seattle, WA 98101"
197105,USB-C Charging Cable,1,11.95,2019-05-30 15:39:00,"976 13th St, San Francisco, CA 94016"
197106,AA Batteries (4-pack),1,3.84,2019-05-11 21:19:00,"582 Johnson St, Dallas, TX 75001"
197107,Wired Headphones,1,11.99,2019-05-24 15:30:00,"386 Lincoln St, Seattle, WA 98101"
197108,Bose SoundSport Headphones,1,99.99,2019-05-20 12:45:00,"300 10th St, Dallas, TX 75001"
197109,Macbook Pro Laptop,1,1700,2019-05-15 19:33:00,"803 11th St, Atlanta, GA 30301"
197110,Lightning Charging Cable,1,14.95,2019-05-16 07:43:00,"427 Cedar St, Portland, OR 97035"
197111,Wired Headphones,1,11.99,2019-05-07 18:10:00,"275 Lake St, Seattle, WA 98101"
197112,Lightning Charging Cable,2,14.95,2019-05-01 16:12:00,"95 10th St, San Francisco, CA 94016"
197113,Lightning Charging Cable,1,14.95,2019-05-02 18:05:00,"317 Center St, Boston, MA 02215"
197114,Lightning Charging Cable,1,14.95,2019-05-10 21:08:00,"734 14th St, Portland, ME 04101"
197115,AAA Batteries (4-pack),4,2.99,2019-05-21 17:14:00,"524 1st St, Los Angeles, CA 90001"
197116,Vareebadd Phone,1,400,2019-05-28 16:21:00,"132 10th St, San Francisco, CA 94016"
197117,AAA Batteries (4-pack),1,2.99,2019-05-09 19:36:00,"335 Lakeview St, Dallas, TX 75001"
197118,Google Phone,1,600,2019-05-16 15:08:00,"47 2nd St, Austin, TX 73301"
197118,Bose SoundSport Headphones,1,99.99,2019-05-16 15:08:00,"47 2nd St, Austin, TX 73301"
197119,AA Batteries (4-pack),1,3.84,2019-05-06 13:47:00,"15 9th St, New York City, NY 10001"
197120,AA Batteries (4-pack),1,3.84,2019-05-04 08:39:00,"409 Hill St, New York City, NY 10001"
197121,Bose SoundSport Headphones,1,99.99,2019-05-29 06:39:00,"359 Cedar St, Dallas, TX 75001"
197122,AA Batteries (4-pack),1,3.84,2019-05-08 16:52:00,"489 Johnson St, New York City, NY 10001"
197123,ThinkPad Laptop,1,999.99,2019-05-26 16:43:00,"758 Jefferson St, New York City, NY 10001"
197124,Vareebadd Phone,1,400,2019-05-23 12:13:00,"124 Sunset St, Seattle, WA 98101"
197124,Wired Headphones,1,11.99,2019-05-23 12:13:00,"124 Sunset St, Seattle, WA 98101"
197125,Wired Headphones,1,11.99,2019-05-11 16:39:00,"377 2nd St, Boston, MA 02215"
197126,27in 4K Gaming Monitor,1,389.99,2019-05-19 09:53:00,"313 Church St, San Francisco, CA 94016"
197127,ThinkPad Laptop,1,999.99,2019-05-14 23:15:00,"638 Jackson St, Los Angeles, CA 90001"
197128,AAA Batteries (4-pack),1,2.99,2019-05-18 19:55:00,"433 Dogwood St, San Francisco, CA 94016"
197129,Bose SoundSport Headphones,1,99.99,2019-05-12 19:20:00,"670 10th St, Los Angeles, CA 90001"
197130,Wired Headphones,1,11.99,2019-05-17 10:11:00,"342 5th St, San Francisco, CA 94016"
197131,AAA Batteries (4-pack),2,2.99,2019-05-13 13:25:00,"862 Lake St, Dallas, TX 75001"
197132,AAA Batteries (4-pack),2,2.99,2019-05-27 14:13:00,"479 10th St, San Francisco, CA 94016"
197133,AA Batteries (4-pack),1,3.84,2019-05-12 14:24:00,"718 South St, Los Angeles, CA 90001"
197134,Lightning Charging Cable,1,14.95,2019-05-20 13:54:00,"399 Willow St, New York City, NY 10001"
197135,34in Ultrawide Monitor,1,379.99,2019-05-27 16:00:00,"976 2nd St, New York City, NY 10001"
197136,USB-C Charging Cable,1,11.95,2019-05-12 09:26:00,"627 Main St, Seattle, WA 98101"
197137,iPhone,1,700,2019-05-11 09:09:00,"135 Cherry St, Los Angeles, CA 90001"
197138,Apple Airpods Headphones,1,150,2019-05-09 13:31:00,"169 Main St, San Francisco, CA 94016"
197139,ThinkPad Laptop,1,999.99,2019-05-05 12:27:00,"674 Hill St, Dallas, TX 75001"
197140,Apple Airpods Headphones,1,150,2019-05-31 18:16:00,"342 West St, San Francisco, CA 94016"
197141,Macbook Pro Laptop,1,1700,2019-05-01 10:40:00,"227 6th St, Dallas, TX 75001"
197142,ThinkPad Laptop,1,999.99,2019-05-02 19:58:00,"381 Main St, New York City, NY 10001"
197143,Wired Headphones,1,11.99,2019-05-29 19:20:00,"591 2nd St, New York City, NY 10001"
197144,Bose SoundSport Headphones,1,99.99,2019-05-05 13:23:00,"638 1st St, Boston, MA 02215"
197145,Lightning Charging Cable,1,14.95,2019-05-19 20:26:00,"421 Madison St, Los Angeles, CA 90001"
197146,Lightning Charging Cable,1,14.95,2019-05-20 22:05:00,"761 Spruce St, Boston, MA 02215"
197147,AAA Batteries (4-pack),1,2.99,2019-05-28 11:38:00,"81 9th St, San Francisco, CA 94016"
197148,Lightning Charging Cable,1,14.95,2019-05-11 10:39:00,"285 Cedar St, Portland, OR 97035"
197149,AAA Batteries (4-pack),1,2.99,2019-05-13 16:36:00,"873 Hill St, San Francisco, CA 94016"
197150,Google Phone,1,600,2019-05-21 21:04:00,"956 13th St, Los Angeles, CA 90001"
197151,USB-C Charging Cable,1,11.95,2019-05-15 11:11:00,"131 Ridge St, Atlanta, GA 30301"
197152,27in 4K Gaming Monitor,1,389.99,2019-05-02 18:18:00,"812 4th St, San Francisco, CA 94016"
197153,Lightning Charging Cable,1,14.95,2019-05-12 22:03:00,"454 Park St, Dallas, TX 75001"
197154,Lightning Charging Cable,1,14.95,2019-05-10 18:11:00,"134 Meadow St, New York City, NY 10001"
197155,Wired Headphones,1,11.99,2019-05-24 08:07:00,"459 Center St, Atlanta, GA 30301"
197156,ThinkPad Laptop,1,999.99,2019-05-01 10:07:00,"430 Cedar St, Dallas, TX 75001"
197157,27in FHD Monitor,1,149.99,2019-05-15 21:54:00,"461 Madison St, San Francisco, CA 94016"
197158,Wired Headphones,1,11.99,2019-05-03 06:58:00,"691 Jackson St, New York City, NY 10001"
197159,34in Ultrawide Monitor,1,379.99,2019-05-16 09:38:00,"330 6th St, Los Angeles, CA 90001"
197160,Bose SoundSport Headphones,1,99.99,2019-05-08 20:52:00,"509 Johnson St, San Francisco, CA 94016"
197161,Wired Headphones,1,11.99,2019-05-13 10:09:00,"162 Willow St, Seattle, WA 98101"
197162,Lightning Charging Cable,1,14.95,2019-05-21 08:38:00,"41 Park St, Portland, OR 97035"
197163,USB-C Charging Cable,1,11.95,2019-05-28 10:09:00,"842 Maple St, New York City, NY 10001"
197164,AA Batteries (4-pack),1,3.84,2019-05-15 20:33:00,"331 9th St, Dallas, TX 75001"
197165,Apple Airpods Headphones,1,150,2019-05-30 23:01:00,"515 5th St, Atlanta, GA 30301"
197166,AA Batteries (4-pack),1,3.84,2019-05-29 18:04:00,"989 4th St, San Francisco, CA 94016"
197167,iPhone,1,700,2019-05-07 12:06:00,"758 Adams St, San Francisco, CA 94016"
